OLYMPIC_YEAR,SPORT,GENDER,EVENT,MEDAL,NOC,ATHLETE
2016,Archery,M,Men's Individual,Gold,KOR,KU Bonchan
2016,Archery,M,Men's Individual,Silver,FRA,VALLADONT Jean-Charles
2016,Archery,M,Men's Individual,Bronze,USA,ELLISON Brady
2016,Archery,W,Women's Individual,Gold,KOR,CHANG Hyejin
2016,Archery,W,Women's Individual,Silver,GER,UNRUH Lisa
2016,Archery,W,Women's Individual,Bronze,KOR,KI Bobae
2016,Archery,M,Men's Team,Gold,KOR,Republic of Korea
2016,Archery,M,Men's Team,Silver,USA,United States
2016,Archery,M,Men's Team,Bronze,AUS,Australia
2016,Archery,W,Women's Team,Gold,KOR,Republic of Korea
2016,Archery,W,Women's Team,Silver,RUS,Russian Federation
2016,Archery,W,Women's Team,Bronze,TPE,Taipei (Cn Taipei)
2016,Artistic Gymnastics,M,Men's Individual All-Around,Gold,JPN,UCHIMURA Kohei
2016,Artistic Gymnastics,M,Men's Individual All-Around,Silver,UKR,VERNIAIEV Oleg
2016,Artistic Gymnastics,M,Men's Individual All-Around,Bronze,GBR,WHITLOCK Max
2016,Artistic Gymnastics,M,Men's Floor Exercise,Gold,GBR,WHITLOCK Max
2016,Artistic Gymnastics,M,Men's Floor Exercise,Silver,BRA,HYPOLITO Diego
2016,Artistic Gymnastics,M,Men's Floor Exercise,Bronze,BRA,MARIANO Arthur
2016,Artistic Gymnastics,M,Men's Pommel Horse,Gold,GBR,WHITLOCK Max
2016,Artistic Gymnastics,M,Men's Pommel Horse,Silver,GBR,SMITH Louis
2016,Artistic Gymnastics,M,Men's Pommel Horse,Bronze,USA,NADDOUR Alexander
2016,Artistic Gymnastics,M,Men's Rings,Gold,GRE,PETROUNIAS Eleftherios
2016,Artistic Gymnastics,M,Men's Rings,Silver,BRA,ZANETTI Arthur
2016,Artistic Gymnastics,M,Men's Rings,Bronze,RUS,ABLIAZIN Denis
2016,Artistic Gymnastics,M,Men's Vault,Gold,PRK,RI Se Gwang
2016,Artistic Gymnastics,M,Men's Vault,Silver,RUS,ABLIAZIN Denis
2016,Artistic Gymnastics,M,Men's Vault,Bronze,JPN,SHIRAI Kenzo
2016,Artistic Gymnastics,M,Men's Parallel Bars,Gold,UKR,VERNIAIEV Oleg
2016,Artistic Gymnastics,M,Men's Parallel Bars,Silver,USA,LEYVA Danell
2016,Artistic Gymnastics,M,Men's Parallel Bars,Bronze,RUS,BELYAVSKIY David
2016,Artistic Gymnastics,M,Men's Horizontal Bar,Gold,GER,HAMBUECHEN Fabian
2016,Artistic Gymnastics,M,Men's Horizontal Bar,Silver,USA,LEYVA Danell
2016,Artistic Gymnastics,M,Men's Horizontal Bar,Bronze,GBR,WILSON Nile
2016,Artistic Gymnastics,M,Men's Team,Gold,JPN,Japan
2016,Artistic Gymnastics,M,Men's Team,Silver,RUS,Russian Federation
2016,Artistic Gymnastics,M,Men's Team,Bronze,CHN,China
2016,Artistic Gymnastics,W,Women's Individual All-Around,Gold,USA,BILES Simone
2016,Artistic Gymnastics,W,Women's Individual All-Around,Silver,USA,RAISMAN Alexandra
2016,Artistic Gymnastics,W,Women's Individual All-Around,Bronze,RUS,MUSTAFINA Aliya
2016,Artistic Gymnastics,W,Women's Vault,Gold,USA,BILES Simone
2016,Artistic Gymnastics,W,Women's Vault,Silver,RUS,PASEKA Maria
2016,Artistic Gymnastics,W,Women's Vault,Bronze,SUI,STEINGRUBER Giulia
2016,Artistic Gymnastics,W,Women's Uneven Bars,Gold,RUS,MUSTAFINA Aliya
2016,Artistic Gymnastics,W,Women's Uneven Bars,Silver,USA,KOCIAN Madison
2016,Artistic Gymnastics,W,Women's Uneven Bars,Bronze,GER,SCHEDER Sophie
2016,Artistic Gymnastics,W,Women's Balance Beam,Gold,NED,WEVERS Sanne
2016,Artistic Gymnastics,W,Women's Balance Beam,Silver,USA,HERNANDEZ Lauren
2016,Artistic Gymnastics,W,Women's Balance Beam,Bronze,USA,BILES Simone
2016,Artistic Gymnastics,W,Women's Floor Exercise,Gold,USA,BILES Simone
2016,Artistic Gymnastics,W,Women's Floor Exercise,Silver,USA,RAISMAN Alexandra
2016,Artistic Gymnastics,W,Women's Floor Exercise,Bronze,GBR,TINKLER Amy
2016,Artistic Gymnastics,W,Women's Team,Gold,USA,United States
2016,Artistic Gymnastics,W,Women's Team,Silver,RUS,Russian Federation
2016,Artistic Gymnastics,W,Women's Team,Bronze,CHN,China
2016,Athletics,M,Men's 100m,Gold,JAM,BOLT Usain
2016,Athletics,M,Men's 100m,Silver,USA,GATLIN Justin
2016,Athletics,M,Men's 100m,Bronze,CAN,DE GRASSE Andre
2016,Athletics,M,Men's 200m,Gold,JAM,BOLT Usain
2016,Athletics,M,Men's 200m,Silver,CAN,DE GRASSE Andre
2016,Athletics,M,Men's 200m,Bronze,FRA,LEMAITRE Christophe
2016,Athletics,M,Men's 400m,Gold,RSA,VAN NIEKERK Wayde
2016,Athletics,M,Men's 400m,Silver,GRN,JAMES Kirani
2016,Athletics,M,Men's 400m,Bronze,USA,MERRITT Lashawn
2016,Athletics,M,Men's 800m,Gold,KEN,RUDISHA David Lekuta
2016,Athletics,M,Men's 800m,Silver,ALG,MAKHLOUFI Taoufik
2016,Athletics,M,Men's 800m,Bronze,USA,MURPHY Clayton
2016,Athletics,M,Men's 1500m,Gold,USA,CENTROWITZ Matthew
2016,Athletics,M,Men's 1500m,Silver,ALG,MAKHLOUFI Taoufik
2016,Athletics,M,Men's 1500m,Bronze,NZL,WILLIS Nicholas
2016,Athletics,M,Men's 5000m,Gold,GBR,FARAH Mohamed
2016,Athletics,M,Men's 5000m,Silver,USA,CHELIMO Paul Kipkemoi
2016,Athletics,M,Men's 5000m,Bronze,ETH,GEBRHIWET Hagos
2016,Athletics,M,"Men's 10,000m",Gold,GBR,FARAH Mohamed
2016,Athletics,M,"Men's 10,000m",Silver,KEN,TANUI Paul Kipngetich
2016,Athletics,M,"Men's 10,000m",Bronze,ETH,TOLA Tamirat
2016,Athletics,M,Men's Marathon,Gold,KEN,KIPCHOGE Eliud
2016,Athletics,M,Men's Marathon,Silver,ETH,LILESA Feyisa
2016,Athletics,M,Men's Marathon,Bronze,USA,RUPP Galen
2016,Athletics,M,Men's 3000m Steeplechase,Gold,KEN,KIPRUTO Conseslus
2016,Athletics,M,Men's 3000m Steeplechase,Silver,USA,JAGER Evan
2016,Athletics,M,Men's 3000m Steeplechase,Bronze,FRA,MEKHISSI Mahiedine
2016,Athletics,M,Men's 110m Hurdles,Gold,JAM,MCLEOD Omar
2016,Athletics,M,Men's 110m Hurdles,Silver,ESP,ORTEGA Orlando
2016,Athletics,M,Men's 110m Hurdles,Bronze,FRA,BASCOU Dimitri
2016,Athletics,M,Men's 400m Hurdles,Gold,USA,CLEMENT Kerron
2016,Athletics,M,Men's 400m Hurdles,Silver,KEN,TUMUTI Boniface Mucheru
2016,Athletics,M,Men's 400m Hurdles,Bronze,TUR,COPELLO Yasmani
2016,Athletics,M,Men's High Jump,Gold,CAN,DROUIN Derek
2016,Athletics,M,Men's High Jump,Silver,QAT,BARSHIM Mutaz Essa
2016,Athletics,M,Men's High Jump,Bronze,UKR,BONDARENKO Bohdan
2016,Athletics,M,Men's Pole Vault,Gold,BRA,DA SILVA Thiago Braz
2016,Athletics,M,Men's Pole Vault,Silver,FRA,LAVILLENIE Renaud
2016,Athletics,M,Men's Pole Vault,Bronze,USA,KENDRICKS Sam
2016,Athletics,M,Men's Long Jump,Gold,USA,HENDERSON Jeff
2016,Athletics,M,Men's Long Jump,Silver,RSA,MANYONGA Luvo
2016,Athletics,M,Men's Long Jump,Bronze,GBR,RUTHERFORD Greg
2016,Athletics,M,Men's Triple Jump,Gold,USA,TAYLOR Christian
2016,Athletics,M,Men's Triple Jump,Silver,USA,CLAYE Will
2016,Athletics,M,Men's Triple Jump,Bronze,CHN,DONG Bin
2016,Athletics,M,Men's Shot Put,Gold,USA,CROUSER Ryan
2016,Athletics,M,Men's Shot Put,Silver,USA,KOVACS Joe
2016,Athletics,M,Men's Shot Put,Bronze,NZL,WALSH Tomas
2016,Athletics,M,Men's Discus Throw,Gold,GER,HARTING Christoph
2016,Athletics,M,Men's Discus Throw,Silver,POL,MALACHOWSKI Piotr
2016,Athletics,M,Men's Discus Throw,Bronze,GER,JASINSKI Daniel
2016,Athletics,M,Men's Hammer Throw,Gold,TJK,NAZAROV Dilshod
2016,Athletics,M,Men's Hammer Throw,Silver,BLR,TSIKHAN Ivan
2016,Athletics,M,Men's Hammer Throw,Bronze,POL,NOWICKI Wojciech
2016,Athletics,M,Men's Javelin Throw,Gold,GER,ROHLER Thomas
2016,Athletics,M,Men's Javelin Throw,Silver,KEN,YEGO Julius
2016,Athletics,M,Men's Javelin Throw,Bronze,TTO,WALCOTT Keshorn
2016,Athletics,M,Men's Decathlon,Gold,USA,EATON Ashton
2016,Athletics,M,Men's Decathlon,Silver,FRA,MAYER Kevin
2016,Athletics,M,Men's Decathlon,Bronze,CAN,WARNER Damian
2016,Athletics,M,Men's 20km Walk,Gold,CHN,WANG Zhen
2016,Athletics,M,Men's 20km Walk,Silver,CHN,CAI Zelin
2016,Athletics,M,Men's 20km Walk,Bronze,AUS,BIRD-SMITH Dane
2016,Athletics,M,Men's 50km Walk,Gold,SVK,TOTH Matej
2016,Athletics,M,Men's 50km Walk,Silver,AUS,TALLENT Jared
2016,Athletics,M,Men's 50km Walk,Bronze,JPN,ARAI Hirooki
2016,Athletics,M,Men's 4 x 100m Relay,Gold,JAM,Jamaica
2016,Athletics,M,Men's 4 x 100m Relay,Silver,JPN,Japan
2016,Athletics,M,Men's 4 x 100m Relay,Bronze,CAN,Canada
2016,Athletics,M,Men's 4 x 400m Relay,Gold,USA,United States
2016,Athletics,M,Men's 4 x 400m Relay,Silver,JAM,Jamaica
2016,Athletics,M,Men's 4 x 400m Relay,Bronze,BAH,Bahamas
2016,Athletics,W,Women's 100m,Gold,JAM,THOMPSON Elaine
2016,Athletics,W,Women's 100m,Silver,USA,BOWIE Tori
2016,Athletics,W,Women's 100m,Bronze,JAM,FRASER-PRYCE Shelly-Ann
2016,Athletics,W,Women's 200m,Gold,JAM,THOMPSON Elaine
2016,Athletics,W,Women's 200m,Silver,NED,SCHIPPERS Dafne
2016,Athletics,W,Women's 200m,Bronze,USA,BOWIE Tori
2016,Athletics,W,Women's 400m,Gold,BAH,MILLER Shaunae
2016,Athletics,W,Women's 400m,Silver,USA,FELIX Allyson
2016,Athletics,W,Women's 400m,Bronze,JAM,JACKSON Shericka
2016,Athletics,W,Women's 800m,Gold,RSA,SEMENYA Caster
2016,Athletics,W,Women's 800m,Silver,BDI,NIYONSABA Francine
2016,Athletics,W,Women's 800m,Bronze,KEN,WAMBUI Margaret Nyairera
2016,Athletics,W,Women's 1500m,Gold,KEN,KIPYEGON Faith Chepngetich
2016,Athletics,W,Women's 1500m,Silver,ETH,DIBABA Genzebe
2016,Athletics,W,Women's 1500m,Bronze,USA,SIMPSON Jennifer
2016,Athletics,W,Women's 5000m,Gold,KEN,CHERUIYOT Vivian Jepkemoi
2016,Athletics,W,Women's 5000m,Silver,KEN,OBIRI Hellen Onsando
2016,Athletics,W,Women's 5000m,Bronze,ETH,AYANA Almaz
2016,Athletics,W,"Women's 10,000m",Gold,ETH,AYANA Almaz
2016,Athletics,W,"Women's 10,000m",Silver,KEN,CHERUIYOT Vivian Jepkemoi
2016,Athletics,W,"Women's 10,000m",Bronze,ETH,DIBABA Tirunesh
2016,Athletics,W,Women's Marathon,Gold,KEN,SUMGONG Jemima Jelagat
2016,Athletics,W,Women's Marathon,Silver,BRN,KIRWA Eunice Jepkirui
2016,Athletics,W,Women's Marathon,Bronze,ETH,DIBABA Mare
2016,Athletics,W,Women's 3000m Steeplechase,Gold,BRN,JEBET Ruth
2016,Athletics,W,Women's 3000m Steeplechase,Silver,KEN,JEPKEMOI Hyvin Kiyeng
2016,Athletics,W,Women's 3000m Steeplechase,Bronze,USA,COBURN Emma
2016,Athletics,W,Women's 100m Hurdles,Gold,USA,ROLLINS Brianna
2016,Athletics,W,Women's 100m Hurdles,Silver,USA,ALI Nia
2016,Athletics,W,Women's 100m Hurdles,Bronze,USA,CASTLIN Kristi
2016,Athletics,W,Women's 400m Hurdles,Gold,USA,MUHAMMAD Dalilah
2016,Athletics,W,Women's 400m Hurdles,Silver,DEN,PETERSEN Sara Slott
2016,Athletics,W,Women's 400m Hurdles,Bronze,USA,SPENCER Ashley
2016,Athletics,W,Women's High Jump,Gold,ESP,BEITIA Ruth
2016,Athletics,W,Women's High Jump,Silver,BUL,DEMIREVA Mirela
2016,Athletics,W,Women's High Jump,Bronze,CRO,VLASIC Blanka
2016,Athletics,W,Women's Pole Vault,Gold,GRE,STEFANIDI Ekaterini
2016,Athletics,W,Women's Pole Vault,Silver,USA,MORRIS Sandi
2016,Athletics,W,Women's Pole Vault,Bronze,NZL,MCCARTNEY Eliza
2016,Athletics,W,Women's Long Jump,Gold,USA,BARTOLETTA Tianna
2016,Athletics,W,Women's Long Jump,Silver,USA,REESE Brittney
2016,Athletics,W,Women's Long Jump,Bronze,SRB,SPANOVIC Ivana
2016,Athletics,W,Women's Triple Jump,Gold,COL,IBARGUEN Caterine
2016,Athletics,W,Women's Triple Jump,Silver,VEN,ROJAS Yulimar
2016,Athletics,W,Women's Triple Jump,Bronze,KAZ,RYPAKOVA Olga
2016,Athletics,W,Women's Shot Put,Gold,USA,CARTER Michelle
2016,Athletics,W,Women's Shot Put,Silver,NZL,ADAMS Valerie
2016,Athletics,W,Women's Shot Put,Bronze,HUN,MARTON Anita
2016,Athletics,W,Women's Discus Throw,Gold,CRO,PERKOVIC Sandra
2016,Athletics,W,Women's Discus Throw,Silver,FRA,ROBERT-MICHON Melina
2016,Athletics,W,Women's Discus Throw,Bronze,CUB,CABALLERO Denia
2016,Athletics,W,Women's Hammer Throw,Gold,POL,WLODARCZYK Anita
2016,Athletics,W,Women's Hammer Throw,Silver,CHN,ZHANG Wenxiu
2016,Athletics,W,Women's Hammer Throw,Bronze,GBR,HITCHON Sophie
2016,Athletics,W,Women's Javelin Throw,Gold,CRO,KOLAK Sara
2016,Athletics,W,Women's Javelin Throw,Silver,RSA,VILJOEN Sunette
2016,Athletics,W,Women's Javelin Throw,Bronze,CZE,SPOTAKOVA Barbora
2016,Athletics,W,Women's Heptathlon,Gold,BEL,THIAM Nafissatou
2016,Athletics,W,Women's Heptathlon,Silver,GBR,ENNIS-HILL Jessica
2016,Athletics,W,Women's Heptathlon,Bronze,CAN,THEISEN EATON Brianne
2016,Athletics,W,Women's 20km Walk,Gold,CHN,LIU Hong
2016,Athletics,W,Women's 20km Walk,Silver,MEX,GONZALEZ Maria Guadalupe
2016,Athletics,W,Women's 20km Walk,Bronze,CHN,LU Xiuzhi
2016,Athletics,W,Women's 4 x 100m Relay,Gold,USA,United States
2016,Athletics,W,Women's 4 x 100m Relay,Silver,JAM,Jamaica
2016,Athletics,W,Women's 4 x 100m Relay,Bronze,GBR,Great Britain
2016,Athletics,W,Women's 4 x 400m Relay,Gold,USA,United States
2016,Athletics,W,Women's 4 x 400m Relay,Silver,JAM,Jamaica
2016,Athletics,W,Women's 4 x 400m Relay,Bronze,GBR,Great Britain
2016,Badminton,M,Men's Singles,Gold,CHN,CHEN Long
2016,Badminton,M,Men's Singles,Silver,MAS,LEE Chong Wei
2016,Badminton,M,Men's Singles,Bronze,DEN,AXELSEN Viktor
2016,Badminton,W,Women's Singles,Gold,ESP,MARIN Carolina
2016,Badminton,W,Women's Singles,Silver,IND,PUSARLA V. Sindhu
2016,Badminton,W,Women's Singles,Bronze,JPN,OKUHARA Nozomi
2016,Badminton,M,Men's Doubles,Gold,CHN,Zhang
2016,Badminton,M,Men's Doubles,Gold,CHN,Fu
2016,Badminton,M,Men's Doubles,Silver,MAS,Goh
2016,Badminton,M,Men's Doubles,Silver,MAS,Tan
2016,Badminton,M,Men's Doubles,Bronze,GBR,Ellis
2016,Badminton,M,Men's Doubles,Bronze,GBR,Langridge
2016,Badminton,W,Women's Doubles,Gold,JPN,Takahashi
2016,Badminton,W,Women's Doubles,Gold,JPN,Matsutomo
2016,Badminton,W,Women's Doubles,Silver,DEN,Rytter juhl
2016,Badminton,W,Women's Doubles,Silver,DEN,Pedersen
2016,Badminton,W,Women's Doubles,Bronze,KOR,Jung
2016,Badminton,W,Women's Doubles,Bronze,KOR,Shin
2016,Badminton,X,Mixed Doubles,Gold,INA,Natsir
2016,Badminton,X,Mixed Doubles,Gold,INA,Ahmad
2016,Badminton,X,Mixed Doubles,Silver,MAS,Chan
2016,Badminton,X,Mixed Doubles,Silver,MAS,Goh
2016,Badminton,X,Mixed Doubles,Bronze,CHN,Zhang
2016,Badminton,X,Mixed Doubles,Bronze,CHN,Zhao
2016,Basketball,M,Men,Gold,USA,United States
2016,Basketball,M,Men,Silver,SRB,Serbia
2016,Basketball,M,Men,Bronze,ESP,Spain
2016,Basketball,W,Women,Gold,USA,United States
2016,Basketball,W,Women,Silver,ESP,Spain
2016,Basketball,W,Women,Bronze,SRB,Serbia
2016,Beach Volleyball,M,Men,Gold,BRA,Cerutti
2016,Beach Volleyball,M,Men,Gold,BRA,Oscar Schmidt
2016,Beach Volleyball,M,Men,Silver,ITA,Nicolai
2016,Beach Volleyball,M,Men,Silver,ITA,Lupo
2016,Beach Volleyball,M,Men,Bronze,NED,Meeuwsen
2016,Beach Volleyball,M,Men,Bronze,NED,Brouwer
2016,Beach Volleyball,W,Women,Gold,GER,Ludwig
2016,Beach Volleyball,W,Women,Gold,GER,Walkenhorst
2016,Beach Volleyball,W,Women,Silver,BRA,Bednarczuk
2016,Beach Volleyball,W,Women,Silver,BRA,Seixas de Freitas
2016,Beach Volleyball,W,Women,Bronze,USA,Ross
2016,Beach Volleyball,W,Women,Bronze,USA,Walsh Jennings
2016,Boxing,M,Men's Light Fly (46-49kg),Gold,UZB,DUSMATOV Hasanboy
2016,Boxing,M,Men's Light Fly (46-49kg),Silver,COL,MARTINEZ Yurberjen Herney
2016,Boxing,M,Men's Light Fly (46-49kg),Bronze,USA,HERNANDEZ Nico Miguel
2016,Boxing,M,Men's Light Fly (46-49kg),Bronze,CUB,ARGILAGOS Joahnys
2016,Boxing,M,Men's Fly (52kg),Gold,UZB,ZOIROV Shakhobidin
2016,Boxing,M,Men's Fly (52kg),Silver,RUS,ALOIAN Misha
2016,Boxing,M,Men's Fly (52kg),Bronze,VEN,FINOL Yoel Segundo
2016,Boxing,M,Men's Fly (52kg),Bronze,CHN,HU Jianguan
2016,Boxing,M,Men's Bantam (56kg),Gold,CUB,RAMIREZ Robeisy
2016,Boxing,M,Men's Bantam (56kg),Silver,USA,STEVENSON Shakur
2016,Boxing,M,Men's Bantam (56kg),Bronze,RUS,NIKITIN Vladimir
2016,Boxing,M,Men's Bantam (56kg),Bronze,UZB,AKHMADALIEV Murodjon
2016,Boxing,M,Men's Light (60kg),Gold,BRA,CONCEICAO Robson
2016,Boxing,M,Men's Light (60kg),Silver,FRA,OUMIHA Sofiane
2016,Boxing,M,Men's Light (60kg),Bronze,CUB,ALVAREZ Lazaro Jorge
2016,Boxing,M,Men's Light (60kg),Bronze,MGL,DORJNYAMBUU Otgondalai
2016,Boxing,M,Men's Light Welter (64kg),Gold,UZB,GAIBNAZAROV Fazliddin
2016,Boxing,M,Men's Light Welter (64kg),Silver,AZE,SOTOMAYOR COLLAZO Lorenzo
2016,Boxing,M,Men's Light Welter (64kg),Bronze,GER,HARUTYUNYAN Artem
2016,Boxing,M,Men's Light Welter (64kg),Bronze,RUS,DUNAYTSEV Vitaly
2016,Boxing,M,Men's Welter (69kg),Gold,KAZ,YELEUSSINOV Daniyar
2016,Boxing,M,Men's Welter (69kg),Silver,UZB,GIYASOV Shakhram
2016,Boxing,M,Men's Welter (69kg),Bronze,FRA,CISSOKHO Souleymane Diop
2016,Boxing,M,Men's Welter (69kg),Bronze,MAR,RABII Mohammed
2016,Boxing,M,Men's Middle (75kg),Gold,CUB,LOPEZ Arlen
2016,Boxing,M,Men's Middle (75kg),Silver,UZB,MELIKUZIEV Bektemir
2016,Boxing,M,Men's Middle (75kg),Bronze,MEX,RODRIGUEZ Misael Uziel
2016,Boxing,M,Men's Middle (75kg),Bronze,AZE,SHAKHSUVARLY Kamran
2016,Boxing,M,Men's Light Heavy (81kg),Gold,CUB,LA CRUZ Julio Cesar
2016,Boxing,M,Men's Light Heavy (81kg),Silver,KAZ,NIYAZYMBETOV Adilbek
2016,Boxing,M,Men's Light Heavy (81kg),Bronze,GBR,BUATSI Joshua
2016,Boxing,M,Men's Light Heavy (81kg),Bronze,FRA,BAUDERLIQUE Mathieu Albert Daniel
2016,Boxing,M,Men's Heavy (91kg),Gold,RUS,TISHCHENKO Evgeny
2016,Boxing,M,Men's Heavy (91kg),Silver,KAZ,LEVIT Vassiliy
2016,Boxing,M,Men's Heavy (91kg),Bronze,UZB,TULAGANOV Rustam
2016,Boxing,M,Men's Heavy (91kg),Bronze,CUB,SAVON Erislandy
2016,Boxing,M,Men's Super Heavy (+91kg),Gold,FRA,YOKA Tony Victor
2016,Boxing,M,Men's Super Heavy (+91kg),Gold,FRA,James
2016,Boxing,M,Men's Super Heavy (+91kg),Silver,GBR,JOYCE Joe
2016,Boxing,M,Men's Super Heavy (+91kg),Bronze,KAZ,DYCHKO Ivan
2016,Boxing,M,Men's Super Heavy (+91kg),Bronze,CRO,HRGOVIC Filip
2016,Boxing,W,Women's Fly (48-51kg),Gold,GBR,ADAMS Nicola
2016,Boxing,W,Women's Fly (48-51kg),Silver,FRA,OURAHMOUNE Sarah
2016,Boxing,W,Women's Fly (48-51kg),Bronze,COL,VALENCIA VICTORIA Ingrit Lorena
2016,Boxing,W,Women's Fly (48-51kg),Bronze,CHN,REN Cancan
2016,Boxing,W,Women's Light (57-60kg),Gold,FRA,MOSSELY Estelle
2016,Boxing,W,Women's Light (57-60kg),Silver,CHN,YIN Junhua
2016,Boxing,W,Women's Light (57-60kg),Bronze,RUS,BELIAKOVA Anastasiia
2016,Boxing,W,Women's Light (57-60kg),Bronze,FIN,POTKONEN Mira
2016,Boxing,W,Women's Middle (69-75kg),Gold,USA,SHIELDS Claressa Maria
2016,Boxing,W,Women's Middle (69-75kg),Silver,NED,FONTIJN Nouchka
2016,Boxing,W,Women's Middle (69-75kg),Bronze,CHN,LI Qian
2016,Boxing,W,Women's Middle (69-75kg),Bronze,KAZ,SHAKIMOVA Dariga
2016,Canoe Slalom,M,Canoe Single (C1) Men,Gold,FRA,GARGAUD CHANUT Denis
2016,Canoe Slalom,M,Canoe Single (C1) Men,Silver,SVK,BENUS Matej
2016,Canoe Slalom,M,Canoe Single (C1) Men,Bronze,JPN,HANEDA Takuya
2016,Canoe Slalom,W,Kayak (K1) Women,Gold,ESP,CHOURRAUT Maialen
2016,Canoe Slalom,W,Kayak (K1) Women,Silver,NZL,JONES Luuka
2016,Canoe Slalom,W,Kayak (K1) Women,Bronze,AUS,FOX Jessica
2016,Canoe Slalom,M,Canoe Double (C2) Men,Gold,SVK,PETER Skantar
2016,Canoe Slalom,M,Canoe Double (C2) Men,Gold,SVK,LADISLAV Skantar
2016,Canoe Slalom,M,Canoe Double (C2) Men,Silver,GBR,DAVID Florence
2016,Canoe Slalom,M,Canoe Double (C2) Men,Silver,GBR,RICHARD Hounslow
2016,Canoe Slalom,M,Canoe Double (C2) Men,Bronze,FRA,MATTHIEU Peche
2016,Canoe Slalom,M,Canoe Double (C2) Men,Bronze,FRA,GAUTHIER Klauss
2016,Canoe Slalom,M,Kayak (K1) Men,Gold,GBR,CLARKE Joseph
2016,Canoe Slalom,M,Kayak (K1) Men,Silver,SLO,KAUZER Peter
2016,Canoe Slalom,M,Kayak (K1) Men,Bronze,CZE,PRSKAVEC Jiri
2016,Canoe Sprint,M,Men's Kayak Single 200m,Gold,GBR,HEATH Liam
2016,Canoe Sprint,M,Men's Kayak Single 200m,Silver,FRA,BEAUMONT Maxime
2016,Canoe Sprint,M,Men's Kayak Single 200m,Bronze,ESP,CRAVIOTTO Saul
2016,Canoe Sprint,M,Men's Kayak Single 200m,Bronze,GER,RAUHE Ronald
2016,Canoe Sprint,M,Men's Kayak Single 1000m,Gold,ESP,WALZ Marcus
2016,Canoe Sprint,M,Men's Kayak Single 1000m,Silver,CZE,DOSTAL Josef
2016,Canoe Sprint,M,Men's Kayak Single 1000m,Bronze,RUS,ANOSHKIN Roman
2016,Canoe Sprint,M,Men's Kayak Double 200m,Gold,ESP,Craviotto
2016,Canoe Sprint,M,Men's Kayak Double 200m,Gold,ESP,Toro
2016,Canoe Sprint,M,Men's Kayak Double 200m,Silver,GBR,Heath
2016,Canoe Sprint,M,Men's Kayak Double 200m,Silver,GBR,Schofield
2016,Canoe Sprint,M,Men's Kayak Double 200m,Bronze,LTU,Ramanauskas
2016,Canoe Sprint,M,Men's Kayak Double 200m,Bronze,LTU,Lankas
2016,Canoe Sprint,M,Men's Kayak Double 1000m,Gold,GER,Gross
2016,Canoe Sprint,M,Men's Kayak Double 1000m,Gold,GER,Rendschmidt
2016,Canoe Sprint,M,Men's Kayak Double 1000m,Silver,SRB,Tomicevic
2016,Canoe Sprint,M,Men's Kayak Double 1000m,Silver,SRB,Zoric
2016,Canoe Sprint,M,Men's Kayak Double 1000m,Bronze,AUS,Tame
2016,Canoe Sprint,M,Men's Kayak Double 1000m,Bronze,AUS,Wallace
2016,Canoe Sprint,M,Men's Kayak Four 1000m,Gold,GER,Germany
2016,Canoe Sprint,M,Men's Kayak Four 1000m,Silver,SVK,Slovakia
2016,Canoe Sprint,M,Men's Kayak Four 1000m,Bronze,CZE,Czech Republic
2016,Canoe Sprint,M,Men's Canoe Single 200m,Gold,UKR,CHEBAN Iurii
2016,Canoe Sprint,M,Men's Canoe Single 200m,Silver,AZE,DEMYANENKO Valentin
2016,Canoe Sprint,M,Men's Canoe Single 200m,Bronze,BRA,QUEIROZ DOS SANTOS Isaquias
2016,Canoe Sprint,M,Men's Canoe Single 1000m,Gold,GER,BRENDEL Sebastian
2016,Canoe Sprint,M,Men's Canoe Single 1000m,Silver,BRA,QUEIROZ DOS SANTOS Isaquias
2016,Canoe Sprint,M,Men's Canoe Single 1000m,Bronze,MDA,TARNOVSCHI Serghei
2016,Canoe Sprint,M,Men's Canoe Double 1000m,Gold,GER,Brendel
2016,Canoe Sprint,M,Men's Canoe Double 1000m,Gold,GER,Vandrey
2016,Canoe Sprint,M,Men's Canoe Double 1000m,Silver,BRA,de Souza Silva
2016,Canoe Sprint,M,Men's Canoe Double 1000m,Silver,BRA,Queiroz dos Santos
2016,Canoe Sprint,M,Men's Canoe Double 1000m,Bronze,UKR,Ianchuk
2016,Canoe Sprint,M,Men's Canoe Double 1000m,Bronze,UKR,Mishchuk
2016,Canoe Sprint,W,Women's Kayak Single 200m,Gold,NZL,CARRINGTON Lisa
2016,Canoe Sprint,W,Women's Kayak Single 200m,Silver,POL,WALCZYKIEWICZ Marta
2016,Canoe Sprint,W,Women's Kayak Single 200m,Bronze,AZE,OSIPENKO-RODOMSKA Inna
2016,Canoe Sprint,W,Women's Kayak Single 500m,Gold,HUN,KOZAK Danuta
2016,Canoe Sprint,W,Women's Kayak Single 500m,Silver,DEN,JORGENSEN Emma
2016,Canoe Sprint,W,Women's Kayak Single 500m,Bronze,NZL,CARRINGTON Lisa
2016,Canoe Sprint,W,Women's Kayak Double 500m,Gold,HUN,Kozak
2016,Canoe Sprint,W,Women's Kayak Double 500m,Gold,HUN,Szabo
2016,Canoe Sprint,W,Women's Kayak Double 500m,Silver,GER,Dietze
2016,Canoe Sprint,W,Women's Kayak Double 500m,Silver,GER,Weber
